"{'ALTITUDE-DEG': 52.57456618871, 'AZIMUTH-DEG': 145.61229807563, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25240274319, 'DECLINATION-DEG': 10.72911937881, 'DRA_COSDEC-DEG_PER_SEC': 0.04706944982, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206143484, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-259.92915669255717, 4616.1517317881235, 4381.868893696147], 'PHASE_ANGLE-DEG': 46.46813572295, 'RANGE-KM': 1456.799794846868, 'RANGE_RATE-KM_PER_SEC': -3.180408457442, 'RIGHT_ASCENSION-DEG': 113.77006253882, 'SATELLITE_GCRS_KM': [-836.852282236365, 5926.064838653604, 4653.075460616411], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.80722280391, 'AZIMUTH-DEG': 145.34870840411, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25346718521, 'DECLINATION-DEG': 11.00734312733, 'DRA_COSDEC-DEG_PER_SEC': 0.04740365825, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206156215, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.2994091860431, 4616.130045605337, 4381.869760566644], 'PHASE_ANGLE-DEG': 46.41191823522, 'RANGE-KM': 1453.315545760946, 'RANGE_RATE-KM_PER_SEC': -3.154673403966, 'RIGHT_ASCENSION-DEG': 113.8229699922, 'SATELLITE_GCRS_KM': [-836.5116861512607, 5921.160931003237, 4659.3582748921535], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.82839508688, 'AZIMUTH-DEG': 145.32453551178, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25356901563, 'DECLINATION-DEG': 11.03269980411, 'DRA_COSDEC-DEG_PER_SEC': 0.04743512051, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206157373, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.3330758041344, 4616.1280722285155, 4381.869839390201], 'PHASE_ANGLE-DEG': 46.40685324944, 'RANGE-KM': 1453.00013239365, 'RANGE_RATE-KM_PER_SEC': -3.152387527737, 'RIGHT_ASCENSION-DEG': 113.82780187555, 'SATELLITE_GCRS_KM': [-836.4806701887688, 5920.714698524775, 4659.92930912593], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.84956162175, 'AZIMUTH-DEG': 145.30033792384, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25366055285, 'DECLINATION-DEG': 11.05805594778, 'DRA_COSDEC-DEG_PER_SEC': 0.04746466676, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.20615853, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.36672886544164, 4616.126099400086, 4381.8699181820275], 'PHASE_ANGLE-DEG': 46.40179816814, 'RANGE-KM': 1452.685080826773, 'RANGE_RATE-KM_PER_SEC': -3.149973970735, 'RIGHT_ASCENSION-DEG': 113.83263533933, 'SATELLITE_GCRS_KM': [-836.4496590593214, 5920.268591441493, 4660.500070979523], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.8707394275, 'AZIMUTH-DEG': 145.27609610103, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25375723537, 'DECLINATION-DEG': 11.08343196426, 'DRA_COSDEC-DEG_PER_SEC': 0.04749520514, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061596876, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.40039545474883, 4616.124125532262, 4381.869997005537], 'PHASE_ANGLE-DEG': 46.39674893847, 'RANGE-KM': 1452.370137654137, 'RANGE_RATE-KM_PER_SEC': -3.147621443, 'RIGHT_ASCENSION-DEG': 113.83747427727, 'SATELLITE_GCRS_KM': [-836.4186278043519, 5919.822250718465, 4661.071019812272], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.89191145017, 'AZIMUTH-DEG': 145.25182948137, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25385899112, 'DECLINATION-DEG': 11.10880743719, 'DRA_COSDEC-DEG_PER_SEC': 0.04752671296, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206160845, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.43404848717836, 4616.1221522130345, 4381.8700757973165], 'PHASE_ANGLE-DEG': 46.39170963816, 'RANGE-KM': 1452.05555640283, 'RANGE_RATE-KM_PER_SEC': -3.145331695339, 'RIGHT_ASCENSION-DEG': 113.84231480005, 'SATELLITE_GCRS_KM': [-836.3876013883408, 5919.376035440303, 4661.641696291452], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.91309471289, 'AZIMUTH-DEG': 145.22751846988, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25395051932, 'DECLINATION-DEG': 11.13420278788, 'DRA_COSDEC-DEG_PER_SEC': 0.04755632562, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061620024, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.46771504779815, 4616.120177854208, 4381.870154620777], 'PHASE_ANGLE-DEG': 46.38667622706, 'RANGE-KM': 1451.741084047242, 'RANGE_RATE-KM_PER_SEC': -3.142912657118, 'RIGHT_ASCENSION-DEG': 113.84716080709, 'SATELLITE_GCRS_KM': [-836.356554841786, 5918.929586487481, 4662.212559704318], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.93427215716, 'AZIMUTH-DEG': 145.20318256006, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25404712051, 'DECLINATION-DEG': 11.15959758433, 'DRA_COSDEC-DEG_PER_SEC': 0.04758690773, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061631596, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.5013680514443, 4616.118204044177, 4381.870233412506], 'PHASE_ANGLE-DEG': 46.38165277022, 'RANGE-KM': 1451.426973736452, 'RANGE_RATE-KM_PER_SEC': -3.14055640033, 'RIGHT_ASCENSION-DEG': 113.85200840336, 'SATELLITE_GCRS_KM': [-836.3255131411543, 5918.483263032811, 4662.783150785492], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.95546081053, 'AZIMUTH-DEG': 145.17880210072, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25414883919, 'DECLINATION-DEG': 11.18501226355, 'DRA_COSDEC-DEG_PER_SEC': 0.04761847176, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206164317, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.53503458326696, 4616.116229194351, 4381.870312235918], 'PHASE_ANGLE-DEG': 46.37663524025, 'RANGE-KM': 1451.112972821576, 'RANGE_RATE-KM_PER_SEC': -3.138260645923, 'RIGHT_ASCENSION-DEG': 113.85686149401, 'SATELLITE_GCRS_KM': [-836.2944513038973, 5918.036705866599, 4663.353928757568], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.97664360993, 'AZIMUTH-DEG': 145.15439664108, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25424031823, 'DECLINATION-DEG': 11.21042637782, 'DRA_COSDEC-DEG_PER_SEC': 0.04764814029, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061654744, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.5686875581231, 4616.1142548935195, 4381.8703910276], 'PHASE_ANGLE-DEG': 46.37162768943, 'RANGE-KM': 1450.799334074021, 'RANGE_RATE-KM_PER_SEC': -3.135838260937, 'RIGHT_ASCENSION-DEG': 113.86171617832, 'SATELLITE_GCRS_KM': [-836.2633943194513, 5917.590274250747, 4663.924434421216], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 52.99783758715, 'AZIMUTH-DEG': 145.12994647369, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2543369145, 'DECLINATION-DEG': 11.23586037972, 'DRA_COSDEC-DEG_PER_SEC': 0.04767879077, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206166632, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.60235406103664, 4616.112279552703, 4381.870469850964], 'PHASE_ANGLE-DEG': 46.36662610321, 'RANGE-KM': 1450.485805224037, 'RANGE_RATE-KM_PER_SEC': -3.133476377003, 'RIGHT_ASCENSION-DEG': 113.86657636714, 'SATELLITE_GCRS_KM': [-836.2323171925307, 5917.143608888042, 4664.495126930958], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.01902567474, 'AZIMUTH-DEG': 145.10547120355, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25443855593, 'DECLINATION-DEG': 11.26129380596, 'DRA_COSDEC-DEG_PER_SEC': 0.04771040038, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206167789, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.63600700719985, 4616.110304761063, 4381.870548642597], 'PHASE_ANGLE-DEG': 46.36163452105, 'RANGE-KM': 1450.172638663368, 'RANGE_RATE-KM_PER_SEC': -3.131176751227, 'RIGHT_ASCENSION-DEG': 113.87143815407, 'SATELLITE_GCRS_KM': [-836.2012449255392, 5916.697069127355, 4665.065547156184], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.04022490864, 'AZIMUTH-DEG': 145.08095106673, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25453516301, 'DECLINATION-DEG': 11.28674712465, 'DRA_COSDEC-DEG_PER_SEC': 0.04774110293, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206168947, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.66967348130066, 4616.1083289292455, 4381.870627465913], 'PHASE_ANGLE-DEG': 46.35664894125, 'RANGE-KM': 1449.859582501996, 'RANGE_RATE-KM_PER_SEC': -3.128811939056, 'RIGHT_ASCENSION-DEG': 113.8763054557, 'SATELLITE_GCRS_KM': [-836.1701525105891, 5916.250295583925, 4665.636154183361], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.06141821702, 'AZIMUTH-DEG': 145.05640572437, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25462653561, 'DECLINATION-DEG': 11.31219985687, 'DRA_COSDEC-DEG_PER_SEC': 0.04777082976, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206170104, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.7033263985565, 4616.106353646812, 4381.870706257497], 'PHASE_ANGLE-DEG': 46.35167339046, 'RANGE-KM': 1449.54688875191, 'RANGE_RATE-KM_PER_SEC': -3.126383266581, 'RIGHT_ASCENSION-DEG': 113.88117435986, 'SATELLITE_GCRS_KM': [-836.1390649616668, 5915.803647694819, 4666.206488949315], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.08262263991, 'AZIMUTH-DEG': 145.03181535586, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25472307144, 'DECLINATION-DEG': 11.33767248621, 'DRA_COSDEC-DEG_PER_SEC': 0.04780155508, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061712616, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.736992843941, 4616.104377323989, 4381.870785080762], 'PHASE_ANGLE-DEG': 46.34670387987, 'RANGE-KM': 1449.234305904206, 'RANGE_RATE-KM_PER_SEC': -3.124015141943, 'RIGHT_ASCENSION-DEG': 113.8860487889, 'SATELLITE_GCRS_KM': [-836.1079572596772, 5915.356765988654, 4666.777010471015], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.10382110128, 'AZIMUTH-DEG': 145.00719967839, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2548246984, 'DECLINATION-DEG': 11.36314451834, 'DRA_COSDEC-DEG_PER_SEC': 0.04783325605, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206172419, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.7706457323861, 4616.1024015507555, 4381.870863872298], 'PHASE_ANGLE-DEG': 46.34174442318, 'RANGE-KM': 1448.922085588402, 'RANGE_RATE-KM_PER_SEC': -3.121709325974, 'RIGHT_ASCENSION-DEG': 113.89092482499, 'SATELLITE_GCRS_KM': [-836.0768544305887, 5914.910009986878, 4667.347259757482], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.12503064509, 'AZIMUTH-DEG': 144.9825388147, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.2549160576, 'DECLINATION-DEG': 11.3886364522, 'DRA_COSDEC-DEG_PER_SEC': 0.04786304952, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061735764, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.8043121489446, 4616.100424736937, 4381.8709426955165], 'PHASE_ANGLE-DEG': 46.33679104465, 'RANGE-KM': 1448.609976678232, 'RANGE_RATE-KM_PER_SEC': -3.119275162856, 'RIGHT_ASCENSION-DEG': 113.89580639614, 'SATELLITE_GCRS_KM': [-836.0457314425305, 5914.463020133843, 4667.917695753516], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.14623419117, 'AZIMUTH-DEG': 144.95785253828, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25501250772, 'DECLINATION-DEG': 11.414127778, 'DRA_COSDEC-DEG_PER_SEC': 0.04789381865, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206174734, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.83796500856926, 4616.0984484729015, 4381.8710214870025], 'PHASE_ANGLE-DEG': 46.33184774492, 'RANGE-KM': 1448.29823042103, 'RANGE_RATE-KM_PER_SEC': -3.116903310102, 'RIGHT_ASCENSION-DEG': 113.90068957883, 'SATELLITE_GCRS_KM': [-836.0146133341902, 5914.016156036329, 4668.487859538951], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.16744878746, 'AZIMUTH-DEG': 144.93312091475, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25511409319, 'DECLINATION-DEG': 11.43963901019, 'DRA_COSDEC-DEG_PER_SEC': 0.04792557593, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061758917, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.8716313961918, 4616.096471168091, 4381.871100310172], 'PHASE_ANGLE-DEG': 46.32691056125, 'RANGE-KM': 1447.986596071701, 'RANGE_RATE-KM_PER_SEC': -3.114591474909, 'RIGHT_ASCENSION-DEG': 113.90557830684, 'SATELLITE_GCRS_KM': [-835.9834750610978, 5913.569058051201, 4669.058209990468], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.18865734951, 'AZIMUTH-DEG': 144.90836377442, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25520539879, 'DECLINATION-DEG': 11.46514962329, 'DRA_COSDEC-DEG_PER_SEC': 0.04795542548, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.2061770484, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.90528422709514, 4616.0944944132525, 4381.871179101611], 'PHASE_ANGLE-DEG': 46.32198348139, 'RANGE-KM': 1447.675324497612, 'RANGE_RATE-KM_PER_SEC': -3.112153967416, 'RIGHT_ASCENSION-DEG': 113.91046865087, 'SATELLITE_GCRS_KM': [-835.9523416748156, 5913.122085874835, 4669.628288253336], 'TLE-DATE': '2024-03-08 00:36:11'}"
"{'ALTITUDE-DEG': 53.20987692928, 'AZIMUTH-DEG': 144.88356112548, 'CATALOG_ID': 48233, 'DATA_SOURCE': 'spacetrack', 'DDEC-DEG_PER_SEC': 0.25530183946, 'DECLINATION-DEG': 11.49068014735, 'DRA_COSDEC-DEG_PER_SEC': 0.04798626322, 'ILLUMINATED': True, 'JULIAN_DATE': 2460369.206178206, 'NAME': 'ONEWEB-0165', 'OBSERVER_GCRS_KM': [-260.9389505858757, 4616.092516617445, 4381.871257924731], 'PHASE_ANGLE-DEG': 46.31706255564, 'RANGE-KM': 1447.364165334383, 'RANGE_RATE-KM_PER_SEC': -3.10977647611, 'RIGHT_ASCENSION-DEG': 113.91536455051, 'SATELLITE_GCRS_KM': [-835.921188118301, 5912.674879775007, 4670.198553138109], 'TLE-DATE': '2024-03-08 00:36:11'}"
